title,genre_id,age_release,description,image_url
The Red Circle,"53,80",1960,"A strange, red circle appears on the neck of a man saved from the guillotine. What is its mysterious meaning? Tragically, it turns out to be something of a family curse, as each generation thereafter bears the same sign, which in turn leads to blackmail and murder.",/3wgmipkUBtVl08KHpmzDKHgW9y1.jpg
Mysterious Island,"12,10751,878",1961,"During the US Civil War, Union POWs escape in a balloon and end up stranded on a South Pacific island, inhabited by giant plants and animals. They must use their ingenuity to survive the dangers, and to devise a way to return home. Sequel to '20,000 Leagues Under the Sea' .",/lqLIpwISJEvERlS5fSWe8xbQDFf.jpg
Hard Target 2,"28,53",2016,"Forced into a deadly cat-and-mouse game, a disgraced mixed martial arts fighter is hunted through the jungles of Southeast Asia.",/jO8C2AIIdFyi5ceI6whev0RYt0k.jpg
Munthiri Kaadu,"18,28",2023,"In a Village Where they used to Honor Kill Love couples of the opposite cast and in that village A girl and boy from the opposite cast who used to be friends are getting pressure from village people that they love each other . What happens at the End?
 Whether they succeed or not is the story.",/k7iEwxmphkr1bwb66CHA4dhyyBF.jpg
The Last Tycoon,"18,10749",1976,"Monroe Stahr, a successful movie producer, pursues a beautiful and elusive young woman — all the while working himself to death.",/sETEj1ieRCH4suyaW7D3q4XfFWJ.jpg
The Crazies,"9648,27,28",2010,Four friends find themselves trapped in their small hometown after they discover their friends and neighbors going quickly and horrifically insane.,/ggtG9DZELyTtM2Y0DRJDOJa5iP8.jpg
This Is Where I Leave You,"18,35",2014,"When their father passes away, four grown, world-weary siblings return to their childhood home and are requested -- with an admonition -- to stay there together for a week, along with their free-speaking mother and a collection of spouses, exes and might-have-beens. As the brothers and sisters re-examine their shared history and the status of each tattered relationship among those who know and love them best, they reconnect in hysterically funny and emotionally significant ways.",/rVUI2267FdetVWz9UBQbqTmRVhQ.jpg
Return to Halloweentown,"10751,14,35,10770,28",2006,"As Halloweentown prepares to celebrate its 1,000th anniversary, Marnie Piper and her brother Dylan return to Witch University, where trouble is in session from the Sinister Sisters and from someone who's plotting to use Marnie's powers for evil.",/7kbQkUJe7xkLcdZFXwwGFn0CTsT.jpg
Valiant,"10751,16,12,35,10752",2005,"Set in 1944, Valiant is a woodland pigeon who wants to become a great hero someday. When he hears they are hiring recruits for the Royal Homing Pigeon Service, he immediately sets out for London. On the way, he meets a smelly but friendly pigeon named Bugsy, who joins him, mainly to get away from clients he cheated in a game of find-the pebble, and helps him sign up for the war.",/chtAKvXb897I2Pn8HOkV4TC5Jzz.jpg
Grand Isle,53,2019,"Walter and his neglected wife lure a young man into their Victorian home to escape a hurricane. When the man is charged with murder by Det. Jones, he must reveal the couple's wicked secrets to save himself.",/8mcXb3km7hZ8aJKpxxgnvvxt9gW.jpg
Brooklyn's Finest,"80,18,53",2010,Enforcing the law within the notoriously rough Brownsville section of the city and especially within the Van Dyke housing projects is the NYPD's sixty-fifth precinct. Three police officers struggle with the sometimes fine line between right and wrong.,/9ZyJJpMsc3bF8gduDaxo0zo1gwK.jpg
New Gods: Nezha Reborn,"16,28,14",2021,"While living as an ordinary deliveryman and motor racing fan, Nezha encounters old nemeses and must rediscover his powers to protect his loved ones.",/sezNkk9HifNJW3pC5SU2XqMKgSJ.jpg
The Tender Bar,18,2021,"JR is a fatherless boy growing up in the glow of a bar where the bartender, his Uncle Charlie, is the sharpest and most colorful of an assortment of quirky and demonstrative father figures. As the boy’s determined mother struggles to provide her son with opportunities denied to her — and leave the dilapidated home of her outrageous if begrudgingly supportive father — JR begins to gamely, if not always gracefully, pursue his romantic and professional dreams, with one foot persistently placed in Uncle Charlie’s bar.",/m6Ej3F4tYTOHD26fvX1zN9bcEUg.jpg
Boogeyman 3,"27,53",2008,"When a college student witnesses the alleged suicide of her roommate, it sets into motion a series of horrific events that cause her to fear the supernatural entity. As she tries to convince the rest of her dorm that the Boogeyman does exist, the evil force grows stronger and her friends begin to pay the price. Now she must stop this ultimate evil before the entire campus falls prey.",/iOCBPiNeQ7tPuQDwxapNYuSLKT5.jpg
About Dry Grasses,18,2023,"A young art teacher hopes to be transfered to Istanbul after completing his mandatory duty in a remote village school in Anatolia. After accusations of innapropriate contact with a student surface, his hopes of escape fade and he descends further into an existential crisis.",/mUFpdQSFAch1fMUb9MqHoESpmLS.jpg
Sound of Metal,"18,10402",2020,"Metal drummer Ruben begins to lose his hearing. When a doctor tells him his condition will worsen, he thinks his career and life is over. His girlfriend Lou checks the former addict into a rehab for the deaf hoping it will prevent a relapse and help him adapt to his new life. After being welcomed and accepted just as he is, Ruben must choose between his new normal and the life he once knew.",/3178oOJKKPDeQ2legWQvMPpllv.jpg
Nosferatu the Vampyre,"18,27",1979,"Jonathan Harker, a real estate agent, goes to Transylvania to visit the mysterious Count Dracula and formalize the purchase of a property in Wismar. Once Jonathan is caught under his evil spell, Dracula travels to Wismar where he meets the beautiful Lucy, Jonathan's wife, while a plague spreads through the town, now ruled by death.",/jHKzGYwf7P34vz8MhJBTN6cnaYD.jpg
The Riot Club,18,2014,Two first-year students at Oxford University join a secret society and learn that their reputations can be made or destroyed over the course of one evening.,/8H0bfcxbxGGvZTqDjvXQ89lJxCo.jpg
Monster High: Ghouls Rule,"16,10751",2012,"Monster High: Ghouls Rule unearths an old conflict between ""Normies"" and monsters - and things are about to get scary! For years, students at Monster High were warned that Halloween was a night to stay inside and avoid conflict at all costs. But Frankie and her friends discover that ghouls and ""Normies"" once loved to spend the holiday together! The ghouls decide to turn back the clock and use the night to celebrate their individuality and show that it's okay to ""Be Yourself. Be Unique. Be a Monster!""",/iWGDQ7MK90HOA7p9eWl194kuTx3.jpg
War Pigs,"10752,28",2015,A rag tag unit of misfits known as the War Pigs must go behind enemy lines to exterminate Nazis by any means necessary.,/lMBrFrd1ETTfE1FMsJbEfuT2qH0.jpg
Laggies,"35,18,10749",2014,"Overeducated and underemployed, 28 year old Megan is in the throes of a quarterlife crisis. Squarely into adulthood with no career prospects, no particular motivation to think about her future and no one to relate to, Megan is comfortable lagging a few steps behind - while her friends check off milestones and celebrate their new grown-up status. When her high-school sweetheart proposes, Megan panics and- given an unexpected opportunity to escape for a week - hides out in the home of her new friend, 16-year old Annika and Annika's world-weary single dad Craig.",/kL2ccASO8O6v92gGTaaY5gOCAI4.jpg
The 12th Man,"10752,18",2017,"After a failed anti-Nazi sabotage mission leaves his eleven comrades dead, a Norwegian resistance fighter finds himself fleeing the Gestapo through the snowbound reaches of Scandinavia.",/dxZ8iGf5jQoLcNqBJL6uzNTivp.jpg
Tom and Jerry Cowboy Up!,"16,35,10751,37",2022,"This time, the rivals team up to help a cowgirl and her brother save their homestead from a greedy land-grabber, and they’re going to need some help! Jerry’s three precocious nephews are all ready for action, and Tom is rounding up a posse of prairie dogs. But can a ragtag band of varmints defeat a deceitful desperado determined to deceive a damsel in distress? No matter what happens with Tom and Jerry in the saddle, it’ll be a rootin’ tootin’ good time!",/muIaHotSaSUQr0KZCIJOYQEe7y2.jpg
The Doors,"10402,18,36",1991,"The story of the famous and influential 1960s rock band and its lead singer and composer, Jim Morrison.",/x1LM3dzGuG6xOz0aT2e71o11vhu.jpg
Black Box,"9648,53,18",2021,"Matthieu is a young and talented black box analyst on a mission to solve the reason behind the deadly crash of a brand new aircraft. Yet, when the case is closed by authorities, Matthieu cannot help but sense there is something wrong with the evidence. As he listens to the tracks again, he starts detecting some seriously disturbing details. Could the tape have been modified? Going against his boss' orders, Matthieu begins his own rogue investigation - an obsessional and dangerous quest for truth that will quickly threaten far more than his career...",/nNY5YnqCsMEggz2Z0kCl4Fclc1N.jpg
The Caine Mutiny,"18,10752",1954,"When a US Naval captain shows signs of mental instability that jeopardize his ship, the first officer relieves him of command and faces court martial for mutiny.",/vuO4Z3wOWVlhq35MS9asZeT9rVp.jpg
Out of Africa,"36,10749,18",1985,"Tells the life story of Danish author Karen Blixen, who at the beginning of the 20th century moved to Africa to build a new life for herself. The film is based on her 1937 autobiographical novel.",/3ao9wNPTdpFDWVMyqDZGZnSGpz5.jpg
Mindcage,"9648,53,80",2022,"Detectives Jake Doyle and Mary Kelly seek the help of an incarcerated serial killer named The Artist when a copycat killer strikes. While Mary searches for clues in The Artist's brilliant but twisted psyche, she and Jake are lured into a diabolical game of cat and mouse, racing against time to stay one step ahead of The Artist and his copycat.",/JvqaHXdKBtEAmm4EDVTGkoAGIj.jpg
One Piece: Strong World Episode 0,"28,16,35",2010,"The introductory chapter to the movie, Strong World, which depicts the events surrounding Gold Roger's execution.",/5m0FhjQdWhBS3nkRFKIfkwFt1Zc.jpg
Quadrophenia,"18,10402",1979,"Based on the 1973 rock opera album of the same name by The Who, this is the story of 60s teenager Jimmy. At work he slaves in a dead-end job. While after, he shops for tailored suits and rides his scooter as part of the London Mod scene.",/4sRR3pvrAZMG7GEvnR9XzqyHHfD.jpg
Sentinelle,"28,35,80",2023,"François Sentinelle has two lives. By day, he is the most famous cop of Réunion Island, known for his tough methods and flowery shirts, pursuing criminals in his famous yellow defender. But the rest of the time, Sentinelle is also a charming singer.",/wrFg0Q1kqfOhxlRvb8Dle7WF58F.jpg
Black Christmas,"27,9648,53",1974,"As the residents of sorority house Pi Kappa Sigma prepare for the festive season, a stranger begins a series of obscene phone calls with dubious intentions...",/qqO98sdPgptFgCua3Z4uZDuPcmP.jpg
Foxes,"18,53",1980,"A group of friends come of age in the asphalt desert of the San Fernando Valley, as set to a blazing soundtrack and endless drinking, drugs and sex.",/4BML3pbeopzTbwMNFhUWX0MerGE.jpg
"No Retreat, No Surrender",28,1986,"Young Jason Stillwell moves with his parents to Seattle, where local bullies harass them without mercy. Jason's father Tom does not believe in violence, so the family takes it on the chin. One day Jason enrolls in a martial arts class and quietly rises in rank to be a major contender. His mettle is tested in an international match against Ivan, a Russian champion.",/7ge5GQZGqtTTnwKTbq1vYK0INzc.jpg
Chuck,18,2017,A drama inspired by the life of heavyweight boxer Chuck Wepner.,/xRowWuf8Q5bazuPRIqYLaKRxxs.jpg
The Antichrist,"18,27",1974,An Italian nobleman seeks help after his paralyzed daughter becomes possessed by the spirit of a malevolent ancestress.,/wsl0CCmhs1DNkqG9v45V2qqCv2N.jpg
